distance,weight,speed,traffic,weather,eta
871,6361,54,3,2,17.82962962962963
1154,29815,88,4,1,14.713636363636363
1781,15588,60,2,3,31.483333333333334
923,19651,87,3,3,12.70919540229885
1474,4933,69,4,3,23.76231884057971
53,23076,51,2,2,2.43921568627451
769,3294,67,2,4,13.677611940298506
1068,21212,66,2,2,17.581818181818186
1064,12101,74,3,4,16.87837837837838
847,7668,68,2,1,13.455882352941176
319,14215,77,2,1,5.142857142857143
1275,8040,53,1,3,25.556603773584907
1924,8338,67,1,4,30.616417910447762
1559,28285,84,4,1,20.159523809523808
1366,12675,86,2,1,16.883720930232556
1859,21599,80,2,3,25.0375
386,21263,80,2,4,7.025
1133,29988,69,4,1,18.020289855072463
202,4223,83,3,1,3.733734939759036
283,13428,66,3,3,6.387878787878788
244,10571,73,4,4,6.142465753424657
1919,1668,64,2,3,31.784375
1712,20997,78,1,4,23.84871794871795
186,8804,82,1,2,3.368292682926829
1761,14478,87,2,3,22.04137931034483
939,17051,52,1,3,19.557692307692307
1917,8587,75,2,4,27.76
1438,24070,76,2,4,21.12105263157895
1653,23989,86,1,1,19.92093023255814
1178,3470,68,4,2,19.323529411764707
1162,1817,58,4,3,22.43448275862069
985,9163,61,3,2,17.847540983606557
134,19232,70,3,2,3.614285714285714
1396,27639,54,3,2,27.55185185185185
1716,20078,65,2,2,27.8
1052,8167,53,2,3,21.649056603773584
383,25383,84,2,2,5.959523809523809
681,29622,74,1,2,10.302702702702705
1209,19001,53,1,4,24.711320754716983
221,18251,62,4,4,6.364516129032259
442,12560,72,3,2,7.8388888888888895
353,19213,86,4,2,6.104651162790698
1184,28129,50,2,3,25.48
860,3414,75,1,3,12.966666666666669
848,6812,70,1,3,13.614285714285714
1113,18462,63,1,2,18.76666666666667
342,5348,80,2,3,6.075
520,20855,60,2,2,10.066666666666666
783,8855,71,3,4,13.528169014084508
1689,15516,70,3,4,26.62857142857143
419,19936,79,3,3,7.403797468354431
84,9287,62,3,2,3.054838709677419
533,20336,73,1,3,8.801369863013699
1896,27110,89,3,4,23.803370786516854
497,25617,51,4,4,12.545098039215684
1989,22410,88,3,3,24.702272727272724
63,16409,73,3,3,2.963013698630137
168,17778,55,1,4,4.954545454545455
1774,23301,70,2,1,26.34285714285714
1066,27851,57,4,1,20.30175438596491
1820,24490,83,2,1,22.927710843373493
1139,13162,67,4,2,19.0
212,19570,83,2,4,4.7542168674698795
1087,11045,89,4,2,14.213483146067416
929,29992,66,2,2,15.475757575757576
1020,19725,70,4,3,16.97142857142857
373,12137,82,3,3,6.648780487804879
926,19555,58,2,1,16.96551724137931
1258,28017,89,2,3,15.934831460674157
617,4843,75,2,2,9.626666666666667
111,10231,77,2,1,2.4415584415584415
605,3994,76,3,4,10.460526315789473
868,14649,88,2,3,11.663636363636364
692,7147,76,2,3,10.905263157894737
1863,14655,73,4,4,28.32054794520548
1307,7712,50,4,1,27.74
1725,24930,84,1,3,22.035714285714285
418,12653,51,2,3,9.996078431372549
1648,22740,57,2,1,29.912280701754387
588,3001,57,3,3,12.41578947368421
1646,22616,82,3,3,22.173170731707316
834,26267,56,1,3,16.392857142857142
595,14202,64,2,2,10.696875
310,7069,78,1,3,5.4743589743589745
1861,25794,68,1,2,28.46764705882353
635,20398,85,4,2,9.470588235294118
1338,22396,69,2,2,20.791304347826088
304,7706,79,3,1,5.148101265822785
868,29867,78,4,2,13.128205128205128
1689,9231,67,4,4,28.008955223880598
1484,21354,59,3,4,27.652542372881356
886,16924,65,4,4,16.43076923076923
842,1639,56,3,2,16.735714285714288
593,25084,83,3,1,8.444578313253013
1727,10692,52,2,4,35.41153846153846
892,18971,50,3,1,19.139999999999997
935,11948,72,1,4,14.886111111111111
79,29239,50,4,3,3.9800000000000004
807,2979,55,3,4,17.172727272727272
1917,28234,69,3,1,29.082608695652173
203,27272,77,4,2,4.636363636363636
1331,3338,73,3,1,19.532876712328765
398,21764,71,1,4,7.5056338028169005
207,7714,84,1,2,3.564285714285714
475,11667,67,2,2,8.48955223880597
872,28788,64,2,2,15.025
689,15165,51,1,3,15.00980392156863
1534,14449,65,1,4,25.500000000000004
1753,8100,65,1,1,27.66923076923077
1484,7042,70,3,2,22.9
1787,28541,88,3,1,21.60681818181818
1739,20332,79,4,3,24.412658227848098
1359,24582,62,3,1,23.219354838709673
1737,17352,85,4,1,22.035294117647055
770,18086,83,1,1,9.97710843373494
921,19042,78,3,1,13.107692307692309
243,15325,63,4,3,6.257142857142857
1847,19881,86,1,4,23.376744186046515
149,28069,50,2,4,5.18
1435,13675,82,1,1,18.2
764,19069,82,2,1,10.317073170731707
743,20592,65,4,2,13.430769230769231
557,4005,51,3,3,13.021568627450982
1797,11570,85,3,3,23.241176470588233
1332,4827,57,3,4,25.86842105263158
889,9511,61,4,1,16.17377049180328
1331,17182,89,4,4,17.755056179775284
1205,1839,62,3,1,20.735483870967737
1445,19390,63,3,2,24.636507936507936
1900,21333,70,3,1,28.44285714285714
802,24848,73,2,2,12.386301369863014
113,16565,78,4,3,3.848717948717949
369,11786,86,2,1,5.290697674418604
388,20944,87,2,1,5.459770114942529
93,14981,63,2,2,2.8761904761904766
1247,8519,51,4,2,26.45098039215686
1824,2660,87,2,3,22.76551724137931
1586,25356,75,3,4,23.64666666666667
428,7030,65,1,1,7.2846153846153845
1981,21827,80,4,4,27.5625
1346,15482,50,4,3,29.32
1963,29522,61,2,1,33.18032786885246
1949,12984,50,1,1,39.67999999999999
506,19189,76,3,3,8.757894736842104
970,23865,68,3,4,16.764705882352942
1583,24055,57,4,2,29.771929824561404
153,5979,84,1,2,2.9214285714285717
133,13094,80,2,1,2.6625
1272,29293,68,3,4,21.205882352941178
886,18663,68,3,4,15.529411764705882
81,6979,76,3,2,2.765789473684211
903,14494,86,2,1,11.5
1148,24264,88,3,3,15.145454545454545
162,24312,69,3,4,4.8478260869565215
115,26657,73,4,1,3.1753424657534244
510,3680,60,1,3,10.0
1853,7310,76,2,2,25.781578947368423
405,2611,84,4,3,7.2214285714285715
611,16796,64,1,2,10.646875000000001
788,15519,80,2,2,11.25
1086,28357,51,2,4,23.494117647058825
1826,6009,82,2,1,23.26829268292683
77,20594,58,3,3,3.427586206896552
1775,1025,55,2,1,33.27272727272727
815,6947,72,1,1,12.019444444444446
942,20888,60,2,4,17.900000000000002
451,23736,73,1,2,7.278082191780822
925,3306,82,2,1,12.28048780487805
572,4684,82,2,3,8.77560975609756
1759,20580,74,1,3,25.27027027027027
516,25546,89,1,4,7.6977528089887635
1137,17958,68,1,1,17.420588235294115
364,10589,58,2,2,7.675862068965516
1588,21385,55,1,3,30.37272727272727
1632,6561,81,3,1,21.448148148148146
1697,1052,84,4,4,23.002380952380953
1464,19028,69,4,4,24.017391304347825
857,5939,70,1,4,14.142857142857142
1065,10327,50,1,4,23.200000000000003
1662,21998,76,3,1,23.168421052631576
672,11612,69,2,1,10.73913043478261
1844,9040,75,3,4,27.086666666666666
516,13160,81,3,1,7.670370370370371
1181,4741,50,3,1,24.919999999999998
908,22193,54,2,4,19.014814814814816
767,25512,83,2,3,11.040963855421687
1562,8244,75,2,2,22.22666666666667
1513,21647,59,3,2,27.34406779661017
293,8681,58,3,3,7.151724137931034
665,28444,70,3,4,12.0
1685,26795,88,3,3,21.24772727272727
1972,16526,64,4,1,32.4125
1046,20842,85,3,4,14.805882352941177
171,6776,69,3,1,3.778260869565217
1232,6807,58,2,3,23.04137931034483
1998,22485,89,4,2,24.44943820224719
1784,3094,73,3,2,26.138356164383563
897,5596,87,4,4,13.110344827586205
1622,9667,66,2,4,26.775757575757577
1873,14042,80,2,4,25.612500000000004
1930,20284,77,4,4,27.864935064935064
1538,1151,75,2,1,21.506666666666668
1338,17834,78,2,2,18.553846153846155
1272,1630,68,2,1,19.705882352941178
1135,15367,86,1,1,13.897674418604652
762,28802,87,2,4,10.958620689655172
1804,16010,70,4,4,28.571428571428573
1074,3980,68,1,4,17.694117647058825
1770,22058,77,4,4,25.78701298701299
1278,17518,71,3,4,20.5
1518,18630,78,1,2,20.56153846153846
1334,26204,83,2,3,17.872289156626508
738,21989,50,3,1,16.06
606,16129,62,1,2,10.874193548387098
1898,20406,72,3,3,28.46111111111111
1014,15513,89,3,4,13.893258426966293
83,7334,60,1,3,2.8833333333333337
96,4189,62,3,2,3.2483870967741932
1487,6263,67,3,1,23.494029850746266
930,3976,74,3,3,14.66756756756757
642,7811,86,3,1,8.765116279069767
943,20598,62,1,1,15.90967741935484
682,23980,56,4,2,14.178571428571429
1892,14991,53,4,4,38.49811320754717
716,21214,71,1,3,11.584507042253524
66,18150,52,3,3,3.3692307692307693
1112,18128,57,1,3,21.00877192982456
1763,13059,50,1,2,36.35999999999999
1011,8422,66,2,2,16.71818181818182
1331,29180,65,2,2,21.876923076923077
1340,18373,67,1,3,21.5
430,18071,71,2,4,8.256338028169013
1321,26925,71,3,3,20.705633802816898
856,1462,53,4,1,17.750943396226415
978,19466,67,3,2,16.297014925373134
1480,25312,73,4,1,21.873972602739723
1133,25775,67,3,1,18.210447761194025
287,13618,84,3,3,5.516666666666667
1932,1840,53,3,1,37.75283018867924
508,10639,60,2,4,10.666666666666666
147,7593,78,4,2,3.884615384615384
1750,8244,51,2,1,35.31372549019608
1700,8320,75,4,2,24.666666666666668
301,20343,80,2,1,4.7625
918,22347,68,2,3,15.3
977,12452,58,4,4,19.644827586206898
1873,4436,55,4,2,36.054545454545455
1678,24291,54,2,2,32.474074074074075
863,24597,78,2,3,12.864102564102563
465,20170,89,3,3,7.324719101123596
176,18555,77,3,1,3.5857142857142854
409,6155,65,4,4,9.092307692307692
1977,20978,59,1,2,34.60847457627118
1081,19255,64,3,4,19.390625
166,16661,54,2,3,4.874074074074074
701,21202,71,1,3,11.37323943661972
1612,26934,88,4,2,20.318181818181817
576,12022,75,4,1,9.28
951,17463,71,4,3,15.794366197183098
1970,23538,75,4,2,28.266666666666666
894,20053,89,2,3,11.844943820224717
920,26752,80,4,2,13.5
143,8778,88,1,1,2.325
1125,15128,66,2,1,18.045454545454547
1029,15098,67,4,1,16.958208955223878
1473,20770,62,4,4,26.558064516129033
809,24409,57,4,3,16.59298245614035
914,8305,74,1,2,13.451351351351352
975,18150,76,4,3,15.228947368421053
1721,8812,76,2,2,24.044736842105266
1096,27961,83,3,1,14.504819277108435
1384,4830,52,2,4,28.81538461538462
455,9815,80,1,1,6.3875
1720,8406,53,3,2,34.15283018867924
1220,17808,57,2,3,23.203508771929826
486,13561,69,3,3,9.143478260869564
670,18648,89,3,2,9.22808988764045
1142,12448,52,4,1,23.561538461538458
759,13360,50,3,2,16.88
401,3299,74,4,1,7.01891891891892
805,17288,86,4,3,11.760465116279068
476,16482,61,2,4,10.00327868852459
644,16794,80,1,1,8.750000000000002
587,4044,83,4,2,9.072289156626507
1167,25911,54,4,4,24.41111111111111
1549,12153,72,4,2,23.51388888888889
1397,21625,79,3,4,20.18354430379747
1358,1773,73,3,4,21.102739726027398
1736,10879,61,2,4,30.659016393442627
1566,14040,84,2,1,19.642857142857142
620,3237,56,2,4,13.27142857142857
1021,25587,58,3,2,19.303448275862067
1019,16472,52,1,4,21.49615384615385
181,28968,89,1,2,3.133707865168539
184,11975,87,3,4,4.614942528735632
300,14001,71,4,4,7.025352112676057
339,25329,70,1,3,6.3428571428571425
388,22901,78,3,1,6.274358974358975
1653,6568,67,1,1,25.371641791044777
1039,1189,57,4,3,20.628070175438594
1813,1548,72,1,3,26.680555555555557
1038,20008,56,2,1,19.535714285714285
714,2422,82,4,2,10.707317073170731
1277,11806,74,3,3,19.356756756756756
1628,28142,50,3,4,35.06
1840,21789,50,2,3,38.6
918,23659,85,3,3,12.900000000000002
601,2405,53,1,2,12.439622641509436
1971,12028,85,4,2,25.188235294117646
547,14457,60,4,4,11.916666666666666
978,16428,54,2,1,19.11111111111111
426,4111,57,4,3,9.873684210526317
649,1541,54,1,1,12.71851851851852
268,23012,69,4,1,5.484057971014493
371,13756,68,1,2,6.555882352941176
856,27162,65,4,3,15.569230769230767
949,26828,68,3,4,16.455882352941178
918,12980,74,2,4,14.605405405405405
1827,4598,73,3,3,27.12739726027397
1310,1962,71,2,1,19.450704225352112
1343,3415,63,2,3,23.117460317460317
725,17127,51,3,1,15.515686274509804
1063,6120,72,1,4,16.66388888888889
1842,28817,62,2,1,30.70967741935484
392,11532,57,4,3,9.277192982456139
1334,8627,78,2,2,18.502564102564104
858,11138,62,2,3,15.638709677419353
422,3131,83,4,1,6.684337349397591
1928,17519,77,3,1,26.338961038961035
447,12670,76,2,4,8.08157894736842
741,26454,88,3,1,9.720454545454546
1131,3202,85,3,2,15.005882352941178
1006,25003,52,2,1,20.346153846153847
669,19745,87,3,1,8.989655172413793
1020,3229,75,1,1,14.3
749,23058,75,2,3,11.786666666666665
1393,14632,71,2,3,21.419718309859157
1744,8047,52,4,4,36.338461538461544
309,17832,53,4,4,8.630188679245283
1003,11096,78,2,3,14.658974358974358
953,11847,82,1,3,13.121951219512194
69,17393,64,4,1,2.678125
180,21483,81,1,4,4.122222222222222
1169,25445,54,3,3,23.748148148148147
1377,6171,64,1,3,23.015625
1522,20861,70,2,2,23.142857142857146
961,19922,78,1,1,13.020512820512822
241,5088,75,2,2,4.613333333333333
1339,28027,64,2,1,21.921875
1644,1785,73,1,3,24.02054794520548
434,23158,50,3,1,9.98
836,15102,73,2,4,13.652054794520547
326,3812,74,4,4,7.205405405405406
1019,16993,78,4,4,15.864102564102563
176,11794,52,3,1,4.684615384615385
1182,4066,59,1,2,21.13389830508475
915,20320,59,1,1,16.208474576271186
1050,20845,66,4,1,17.509090909090908
1934,20142,66,2,4,31.503030303030307
1833,28345,77,3,3,25.905194805194803
669,24620,53,3,1,13.922641509433962
138,20568,74,1,4,3.764864864864865
200,28110,61,1,2,4.378688524590164
302,2365,66,2,2,5.975757575757576
637,29024,55,3,1,12.881818181818183
1805,22291,85,3,2,22.935294117647057
1623,17579,74,4,4,24.732432432432432
245,16003,54,1,1,5.237037037037037
980,8093,72,2,2,15.011111111111111
1727,26434,87,4,4,22.650574712643678
1556,5441,56,3,3,29.885714285714283
740,21424,68,2,2,12.282352941176471
971,14795,81,2,1,12.987654320987655
313,8505,69,3,3,6.636231884057971
1835,2446,73,2,3,26.936986301369863
590,16941,82,2,3,8.995121951219513
1688,12101,56,4,1,31.74285714285714
68,29905,52,1,2,2.407692307692308
1571,17084,56,1,3,29.553571428571427
1898,26964,87,4,4,24.616091954022988
315,15520,51,3,3,8.276470588235295
453,23581,81,4,2,7.592592592592593
803,12626,52,3,3,17.54230769230769
1782,14747,83,1,2,22.56987951807229
1232,14591,78,1,4,17.694871794871798
475,13083,71,3,4,9.190140845070422
1952,25191,86,3,2,24.39767441860465
1404,21221,65,3,3,23.7
1141,24745,76,2,3,16.813157894736843
810,16052,80,1,3,11.625
469,7585,75,4,3,8.653333333333332
1076,16655,61,1,3,19.139344262295083
258,8695,69,1,3,5.239130434782609
119,12074,57,4,2,4.087719298245614
1223,20447,71,3,1,18.525352112676053
94,16739,66,1,4,3.324242424242424
1537,12455,60,4,2,27.616666666666667
530,12494,73,3,3,9.36027397260274
1490,29857,70,1,1,21.985714285714284
877,23147,87,2,2,11.480459770114942
1213,19697,51,3,3,25.884313725490195
196,23454,83,2,1,3.36144578313253
1944,13734,69,2,4,30.373913043478264
702,17546,81,4,2,10.666666666666666
1662,18560,82,4,1,21.86829268292683
1084,21112,59,4,3,20.772881355932203
1656,9514,51,4,1,34.07058823529412
513,24225,75,4,3,9.239999999999998
273,23586,68,2,1,5.014705882352941
1433,18962,66,4,4,24.51212121212121
270,6509,71,2,3,5.602816901408451
764,8292,64,3,2,13.637500000000001
1283,9643,55,4,2,25.327272727272728
1086,25387,72,1,1,15.783333333333335
1100,25462,80,4,4,16.55
289,19563,77,1,1,4.453246753246754
1240,19490,85,3,1,15.888235294117647
1218,14964,67,1,3,19.67910447761194
927,5542,84,3,4,13.535714285714286
1011,15727,62,1,1,17.006451612903223
1662,8437,86,4,1,20.925581395348836
1859,11583,67,4,3,30.146268656716416
337,22127,80,1,4,6.112500000000001
1868,1230,88,2,1,22.227272727272727
568,12074,69,4,1,9.831884057971013
1535,12349,66,2,3,25.05757575757576
1149,14971,75,2,2,16.72
106,7597,82,3,1,2.592682926829268
316,17541,74,2,3,6.07027027027027
696,18564,58,2,2,13.4
394,23899,84,2,2,6.09047619047619
866,10808,60,4,1,16.03333333333333
1292,21488,59,3,4,24.39830508474576
768,21176,61,1,4,14.49016393442623
1782,27383,84,4,4,24.014285714285716
752,2594,57,4,1,14.79298245614035
496,23560,65,3,3,9.73076923076923
1605,8136,54,2,3,31.522222222222222
561,2406,83,2,3,8.559036144578313
606,28552,80,1,4,9.475
413,21188,63,2,3,8.355555555555554
1809,27609,67,4,1,28.599999999999998
1784,4843,76,3,3,25.573684210526313
1914,24468,75,2,4,27.720000000000002
1061,4970,74,2,4,16.537837837837838
1798,7512,61,1,1,30.175409836065572
314,23940,54,3,4,8.314814814814815
1993,13208,51,3,1,40.37843137254902
1965,23568,85,4,1,24.717647058823527
969,7706,56,1,2,18.40357142857143
149,24460,56,4,1,4.260714285714286
1278,4394,77,3,1,17.897402597402596
1513,7040,79,3,1,20.451898734177213
890,2664,79,3,2,12.965822784810127
1266,24200,69,3,2,20.047826086956523
1673,4249,58,1,4,30.7448275862069
1073,16635,64,2,4,18.965625000000003
996,9733,81,4,2,14.296296296296296
1646,28942,56,2,3,31.192857142857143
1817,19043,66,4,3,29.93030303030303
1244,16013,78,3,4,18.44871794871795
104,16503,70,4,4,4.2857142857142865
546,20520,82,1,4,8.558536585365854
1283,27934,84,1,3,16.773809523809526
280,29595,70,3,2,5.7
182,6673,61,2,4,5.18360655737705
386,27157,68,1,1,6.376470588235295
843,19214,58,2,3,16.33448275862069
1823,16355,67,2,2,28.6089552238806
1876,5839,68,4,4,30.38823529411765
918,8834,80,4,3,13.875
1453,28220,68,1,2,22.46764705882353
770,17397,67,4,4,14.292537313432835
761,14948,63,3,1,13.37936507936508
87,1953,60,3,4,3.9499999999999997
1274,15612,70,1,1,18.9
835,26139,59,4,4,16.952542372881357
1543,5579,55,3,1,29.354545454545452
721,10643,71,2,4,12.354929577464787
518,2865,70,1,1,8.1
1110,18612,87,2,1,13.758620689655173
1400,8010,83,3,3,18.96746987951807
340,28038,60,4,1,7.2666666666666675
1717,3242,88,3,3,21.611363636363635
1716,11394,69,2,1,25.869565217391305
1256,27807,77,3,2,18.01168831168831
421,26337,81,2,4,7.397530864197531
885,28467,52,1,1,17.71923076923077
1360,2068,83,3,4,18.8855421686747
1140,9566,89,3,1,14.108988764044945
1185,21079,53,3,1,23.658490566037734
1115,4159,53,2,2,22.437735849056605
1141,13705,51,3,3,24.47254901960784
409,14024,67,2,4,8.304477611940298
1496,18803,81,1,2,19.569135802469138
472,7941,83,4,1,7.286746987951807
1079,29870,60,4,4,20.783333333333335
1528,27351,71,3,4,24.02112676056338
333,16456,51,3,3,8.629411764705882
72,26874,85,4,1,2.4470588235294115
384,29393,72,2,1,6.333333333333333
1903,10320,62,2,2,32.093548387096774
745,12829,80,4,4,12.112499999999999
241,25230,80,4,4,5.8125
939,29160,65,2,3,16.246153846153845
237,12431,65,1,2,4.746153846153846
707,23677,74,1,4,11.454054054054055
1532,20934,57,3,4,29.37719298245614
334,23311,79,2,1,5.227848101265823
953,14565,82,4,1,13.221951219512194
721,16043,85,2,3,10.28235294117647
1302,16469,51,1,3,27.029411764705884
548,7876,70,3,3,9.928571428571427
285,10982,78,3,4,6.153846153846153
1577,8140,77,3,3,22.580519480519477
255,15238,61,2,1,5.180327868852459
119,10910,62,3,3,4.019354838709678
66,28429,64,4,3,3.4312500000000004
308,3379,89,2,4,5.6606741573033705
638,10423,85,1,2,8.605882352941176
1574,3844,57,2,4,29.8140350877193
1096,15711,87,1,2,13.697701149425288
276,29096,72,1,3,5.333333333333334
1297,9671,57,4,4,25.55438596491228
1298,15155,52,4,3,27.36153846153846
144,10849,68,3,1,3.4176470588235293
1201,15926,65,3,2,20.176923076923075
199,2243,54,4,1,5.285185185185186
1698,28414,50,4,3,36.36000000000001
1123,29664,84,2,2,14.769047619047619
1923,8092,51,2,2,39.10588235294117
324,11007,54,4,3,8.4
1736,19939,72,2,2,25.511111111111113
1582,18530,80,1,1,20.474999999999998
526,2135,77,3,1,8.131168831168832
1312,19866,78,4,1,18.42051282051282
527,4454,50,1,4,12.44
234,8636,72,2,3,5.050000000000001
1406,20882,69,2,3,22.1768115942029
1999,18440,86,3,1,24.544186046511626
1133,10287,74,1,4,17.210810810810813
1333,4122,56,2,1,24.803571428571427
763,20600,78,1,3,11.282051282051285
885,10026,79,4,2,13.20253164556962
176,24872,74,2,1,3.3783783783783785
522,26576,59,2,2,10.247457627118644
1390,8564,87,2,3,17.777011494252875
443,5552,71,1,3,7.73943661971831
1826,26642,74,2,2,26.07567567567568
1918,14461,75,4,2,27.573333333333334
723,26409,87,4,3,10.710344827586205
618,1553,76,1,3,9.631578947368421
62,14788,55,1,4,3.0272727272727273
1919,15614,75,2,2,26.986666666666668
164,9480,56,3,4,5.428571428571429
626,27341,52,2,4,14.238461538461538
1355,3609,87,3,2,17.27471264367816
1668,6490,71,4,2,25.492957746478872
1267,12235,76,4,1,18.271052631578947
1465,18775,66,3,1,23.496969696969693
513,11842,54,1,2,10.600000000000001
944,5782,82,1,4,13.41219512195122
1368,28968,83,3,1,17.78192771084337
1000,17306,51,3,2,21.307843137254903
955,9797,61,2,1,16.65573770491803
1288,29587,61,3,4,23.614754098360656
928,28626,69,2,4,15.64927536231884
667,21789,61,1,3,12.434426229508198
125,24452,73,2,1,2.7123287671232874
1392,26511,53,1,3,27.764150943396228
90,20815,67,1,4,3.2432835820895525
1699,9419,54,4,3,33.86296296296297
160,2695,88,1,4,3.7181818181818183
234,24807,54,2,4,6.533333333333333
1570,25440,81,4,1,20.982716049382713
472,12062,70,3,1,8.042857142857143
1458,11838,60,2,3,26.1
1159,13997,63,3,2,20.096825396825395
874,13760,56,3,1,16.907142857142855
572,19893,87,2,3,8.374712643678162
1905,20836,75,4,4,28.2
1544,17948,77,1,1,20.75194805194805
685,24831,50,4,2,15.7
341,22404,85,1,3,5.511764705882353
811,19802,57,4,4,17.028070175438597
702,28900,63,3,3,13.242857142857144
968,22475,81,4,4,14.750617283950616
1143,8502,78,3,4,17.153846153846153
1091,4619,84,3,2,14.688095238095238
1973,13330,60,3,1,34.18333333333333
1072,20615,69,4,4,18.336231884057973
665,15436,60,2,3,12.883333333333333
1767,17962,74,4,1,25.478378378378377
423,1742,89,2,3,6.552808988764045
1698,10836,51,3,4,35.794117647058826
534,11316,85,1,4,8.18235294117647
1143,28015,83,1,4,15.671084337349399
478,15014,53,1,4,10.918867924528302
101,2585,63,3,4,4.103174603174603
1803,28461,80,2,3,24.337500000000002
1530,15751,75,2,1,21.4
947,16600,80,3,1,13.137500000000001
1028,26239,72,4,3,16.677777777777777
312,11601,85,1,3,5.170588235294117
993,14441,56,2,4,19.93214285714286
479,16937,65,3,4,9.869230769230768
1468,10103,54,3,4,29.685185185185187
319,9137,64,2,2,6.3843749999999995
1688,9229,66,1,1,26.275757575757574
1489,28569,53,4,4,30.89433962264151
1404,21280,71,4,4,22.574647887323945
139,12658,79,1,1,2.4594936708860757
429,5236,66,4,1,8.1
1905,17723,53,3,2,37.64339622641509
914,3538,52,2,2,18.97692307692308
1177,17582,77,3,1,16.585714285714285
1417,13004,57,4,4,27.659649122807018
1294,8060,55,4,2,25.527272727272727
74,22164,60,3,3,3.3333333333333335
1042,11672,61,3,4,19.581967213114755
462,29323,74,3,4,8.743243243243242
1296,3077,64,3,3,22.349999999999998
760,29411,70,4,3,13.257142857142856
1598,19431,53,4,2,32.15094339622642
1940,7755,61,4,4,34.60327868852459
210,8686,77,2,1,3.727272727272727
1242,28684,62,2,1,21.032258064516128
1757,28922,82,1,3,22.926829268292682
724,3297,53,4,1,15.260377358490565
843,6730,70,4,2,14.042857142857143
1166,25076,60,3,3,21.53333333333333
432,24858,83,2,1,6.204819277108434
850,6350,65,4,2,15.076923076923077
82,19747,77,1,4,2.964935064935065
1315,12639,53,3,1,26.111320754716978
1745,28304,69,1,3,26.78985507246377
1832,5780,50,1,1,37.339999999999996
725,20398,80,1,3,10.5625
1974,5382,54,4,1,38.15555555555556
1417,17249,67,1,2,22.249253731343284
467,22885,83,2,2,7.026506024096385
268,12454,83,2,2,4.628915662650603
895,15775,73,1,4,14.16027397260274
1313,10948,56,3,3,25.54642857142857
248,28820,76,2,2,4.663157894736842
132,3702,51,4,3,4.988235294117647
1895,5579,57,3,3,35.34561403508772
535,24945,61,3,1,10.070491803278689
67,6676,53,4,4,4.064150943396227
1257,23804,72,4,3,19.85833333333333
1912,1457,58,4,2,34.96551724137931
1373,10926,66,4,1,22.403030303030302
1041,3044,52,3,1,21.319230769230767
193,3159,81,1,3,3.882716049382716
1519,15104,83,2,3,20.101204819277108
65,24971,54,3,2,2.9037037037037035
373,28699,84,2,2,5.84047619047619
306,11210,51,4,4,8.8
142,20426,70,1,3,3.5285714285714285
689,27299,51,4,1,15.109803921568627
1292,14855,61,4,4,23.98032786885246
1958,26795,55,2,2,37.0
397,21838,84,1,3,6.226190476190476
1430,23187,58,4,1,26.2551724137931
1746,20145,55,2,3,33.54545454545455
714,20311,61,3,3,13.804918032786887
1814,23584,59,3,4,33.24576271186441
144,8318,78,1,2,2.9461538461538463
407,18407,56,2,2,8.667857142857143
526,9891,52,1,1,10.815384615384616
1217,16354,54,4,1,24.137037037037036
515,26999,70,4,3,9.757142857142856
645,27339,69,2,1,10.347826086956522
525,14302,68,2,4,9.920588235294117
1329,2552,77,1,4,19.15974025974026
600,17775,86,1,4,8.876744186046512
295,13232,67,1,2,5.502985074626865
814,9023,52,1,1,16.353846153846153
93,11850,88,3,4,3.5568181818181817
698,25196,61,1,4,13.342622950819672
140,5085,53,4,4,5.441509433962263
359,3453,61,1,3,7.385245901639344
1334,23284,73,4,4,21.073972602739726
1439,7340,50,1,2,29.880000000000003
656,11590,57,1,2,12.608771929824563
1316,15000,88,1,4,16.854545454545455
1882,18228,81,1,3,24.734567901234566
246,4389,63,2,1,4.904761904761905
1664,12805,77,2,2,23.010389610389613
811,4163,89,2,2,10.512359550561799
326,14887,79,2,3,5.926582278481012
908,19677,63,3,4,16.912698412698415
1769,21096,82,3,4,24.073170731707318
1389,18147,63,3,4,24.547619047619047
280,1220,79,3,2,5.244303797468354
1198,26822,53,4,1,24.203773584905658
1747,11816,75,2,1,24.293333333333333
456,16388,54,2,1,9.444444444444445
699,1894,66,3,1,11.890909090909092
481,7821,79,3,4,8.588607594936708
975,6744,75,2,2,14.4
314,1480,71,2,4,6.622535211267605
1076,16805,63,3,1,18.379365079365076
718,14430,54,1,3,14.796296296296298
1497,21043,85,2,2,19.011764705882356
268,23387,75,3,2,5.2733333333333325
1163,18591,78,4,3,17.31025641025641
629,20542,63,4,1,11.584126984126984
244,18915,82,2,3,4.775609756097561
1504,2035,59,2,4,27.691525423728816
1995,23039,55,4,2,38.27272727272727
384,22309,54,1,3,8.61111111111111
1691,13200,76,2,3,24.05
808,10618,63,3,3,14.925396825396827
1025,26645,65,1,1,16.46923076923077
415,2528,57,2,4,9.480701754385965
580,1220,60,4,1,11.266666666666666
1703,1816,75,4,1,24.306666666666665
1370,25643,86,2,3,17.730232558139534
1081,26348,83,3,3,15.12409638554217
501,28476,70,2,2,8.557142857142857
1418,25526,82,2,3,19.09268292682927
1324,22846,60,4,3,24.466666666666665
1100,24224,70,1,2,16.814285714285713
1947,13990,78,2,3,26.76153846153846
1461,15235,62,1,1,24.26451612903226
1633,29503,86,2,4,21.188372093023258
